
  0% | 0/20 | ?it/s
T50/51, E89/160 => nca: 0.052, flat: 0.218, pod: 3.257, loss: 3.527: :  45% | 9/20 |  5.20it/s
T50/51, E89/160 => nca: 0.052, flat: 0.218, pod: 3.257, loss: 3.527: :  50% | 10/20 |  5.21it/s
T50/51, E89/160 => nca: 0.054, flat: 0.216, pod: 3.223, loss: 3.492: :  50% | 10/20 |  5.21it/s
T50/51, E89/160 => nca: 0.054, flat: 0.216, pod: 3.223, loss: 3.492: :  55% | 11/20 |  5.20it/s
T50/51, E89/160 => nca: 0.055, flat: 0.216, pod: 3.211, loss: 3.482: :  55% | 11/20 |  5.20it/s
T50/51, E89/160 => nca: 0.055, flat: 0.216, pod: 3.211, loss: 3.482: :  60% | 12/20 |  5.22it/s
T50/51, E89/160 => nca: 0.056, flat: 0.215, pod: 3.2, loss: 3.471: :  60% | 12/20 |  5.22it/s  
T50/51, E89/160 => nca: 0.056, flat: 0.215, pod: 3.2, loss: 3.471: :  65% | 13/20 |  5.20it/s
T50/51, E89/160 => nca: 0.057, flat: 0.216, pod: 3.21, loss: 3.484: :  65% | 13/20 |  5.20it/s
T50/51, E89/160 => nca: 0.057, flat: 0.216, pod: 3.21, loss: 3.484: :  70% | 14/20 |  5.24it/s
T50/51, E89/160 => nca: 0.058, flat: 0.215, pod: 3.21, loss: 3.483: :  70% | 14/20 |  5.24it/s
T50/51, E89/160 => nca: 0.058, flat: 0.215, pod: 3.21, loss: 3.483: :  75% | 15/20 |  5.28it/s
T50/51, E89/160 => nca: 0.057, flat: 0.213, pod: 3.182, loss: 3.453: :  75% | 15/20 |  5.28it/s
T50/51, E89/160 => nca: 0.057, flat: 0.213, pod: 3.182, loss: 3.453: :  80% | 16/20 |  5.27it/s
T50/51, E89/160 => nca: 0.056, flat: 0.213, pod: 3.181, loss: 3.451: :  80% | 16/20 |  5.27it/s
T50/51, E89/160 => nca: 0.056, flat: 0.213, pod: 3.181, loss: 3.451: :  85% | 17/20 |  5.21it/s
T50/51, E89/160 => nca: 0.056, flat: 0.212, pod: 3.175, loss: 3.443: :  85% | 17/20 |  5.21it/s
T50/51, E89/160 => nca: 0.056, flat: 0.212, pod: 3.175, loss: 3.443: :  90% | 18/20 |  5.11it/s
T50/51, E89/160 => nca: 0.055, flat: 0.211, pod: 3.156, loss: 3.422: :  90% | 18/20 |  5.11it/s
T50/51, E89/160 => nca: 0.055, flat: 0.211, pod: 3.156, loss: 3.422: :  95% | 19/20 |  5.05it/s
T50/51, E89/160 => nca: 0.054, flat: 0.221, pod: 3.212, loss: 3.487: :  95% | 19/20 |  5.05it/s
T50/51, E89/160 => nca: 0.054, flat: 0.221, pod: 3.212, loss: 3.487: : 100% | 20/20 |  5.61it/s
T50/51, E89/160 => nca: 0.054, flat: 0.221, pod: 3.212, loss: 3.487: : 100% | 20/20 |  5.26it/s

  0% | 0/20 | ?it/s
T50/51, E90/160 => nca: 0.045, flat: 0.209, pod: 2.949, loss: 3.203: :   0% | 0/20 | ?it/s
T50/51, E90/160 => nca: 0.045, flat: 0.209, pod: 2.949, loss: 3.203: :   5% | 1/20 |  5.12it/s
T50/51, E90/160 => nca: 0.056, flat: 0.196, pod: 2.909, loss: 3.16: :   5% | 1/20 |  5.12it/s 
T50/51, E90/160 => nca: 0.056, flat: 0.196, pod: 2.909, loss: 3.16: :  10% | 2/20 |  5.12it/s
T50/51, E90/160 => nca: 0.05, flat: 0.206, pod: 2.949, loss: 3.205: :  10% | 2/20 |  5.12it/s
T50/51, E90/160 => nca: 0.05, flat: 0.206, pod: 2.949, loss: 3.205: :  15% | 3/20 |  5.13it/s
T50/51, E90/160 => nca: 0.048, flat: 0.215, pod: 3.092, loss: 3.355: :  15% | 3/20 |  5.13it/s
T50/51, E90/160 => nca: 0.048, flat: 0.215, pod: 3.092, loss: 3.355: :  20% | 4/20 |  5.10it/s
T50/51, E90/160 => nca: 0.045, flat: 0.215, pod: 3.103, loss: 3.363: :  20% | 4/20 |  5.10it/s
T50/51, E90/160 => nca: 0.045, flat: 0.215, pod: 3.103, loss: 3.363: :  25% | 5/20 |  5.14it/s
T50/51, E90/160 => nca: 0.046, flat: 0.214, pod: 3.111, loss: 3.371: :  25% | 5/20 |  5.14it/s
T50/51, E90/160 => nca: 0.046, flat: 0.214, pod: 3.111, loss: 3.371: :  30% | 6/20 |  5.16it/s
T50/51, E90/160 => nca: 0.045, flat: 0.216, pod: 3.126, loss: 3.388: :  30% | 6/20 |  5.16it/s
T50/51, E90/160 => nca: 0.045, flat: 0.216, pod: 3.126, loss: 3.388: :  35% | 7/20 |  5.16it/s
T50/51, E90/160 => nca: 0.046, flat: 0.216, pod: 3.116, loss: 3.378: :  35% | 7/20 |  5.16it/s
T50/51, E90/160 => nca: 0.046, flat: 0.216, pod: 3.116, loss: 3.378: :  40% | 8/20 |  5.11it/s
T50/51, E90/160 => nca: 0.046, flat: 0.218, pod: 3.135, loss: 3.4: :  40% | 8/20 |  5.11it/s  
T50/51, E90/160 => nca: 0.046, flat: 0.218, pod: 3.135, loss: 3.4: :  45% | 9/20 |  5.14it/s
T50/51, E90/160 => nca: 0.047, flat: 0.216, pod: 3.117, loss: 3.379: :  45% | 9/20 |  5.14it/s
T50/51, E90/160 => nca: 0.047, flat: 0.216, pod: 3.117, loss: 3.379: :  50% | 10/20 |  5.18it/s
T50/51, E90/160 => nca: 0.046, flat: 0.214, pod: 3.1, loss: 3.36: :  50% | 10/20 |  5.18it/s   
T50/51, E90/160 => nca: 0.046, flat: 0.214, pod: 3.1, loss: 3.36: :  55% | 11/20 |  5.19it/s
T50/51, E90/160 => nca: 0.047, flat: 0.213, pod: 3.092, loss: 3.351: :  55% | 11/20 |  5.19it/s
T50/51, E90/160 => nca: 0.047, flat: 0.213, pod: 3.092, loss: 3.351: :  60% | 12/20 |  5.20it/s
T50/51, E90/160 => nca: 0.049, flat: 0.213, pod: 3.09, loss: 3.353: :  60% | 12/20 |  5.20it/s 
T50/51, E90/160 => nca: 0.049, flat: 0.213, pod: 3.09, loss: 3.353: :  65% | 13/20 |  5.20it/s
T50/51, E90/160 => nca: 0.05, flat: 0.21, pod: 3.074, loss: 3.334: :  65% | 13/20 |  5.20it/s 
T50/51, E90/160 => nca: 0.05, flat: 0.21, pod: 3.074, loss: 3.334: :  70% | 14/20 |  5.34it/s
T50/51, E90/160 => nca: 0.05, flat: 0.209, pod: 3.067, loss: 3.325: :  70% | 14/20 |  5.34it/s
T50/51, E90/160 => nca: 0.05, flat: 0.209, pod: 3.067, loss: 3.325: :  75% | 15/20 |  5.49it/s
T50/51, E90/160 => nca: 0.049, flat: 0.208, pod: 3.082, loss: 3.34: :  75% | 15/20 |  5.49it/s
T50/51, E90/160 => nca: 0.049, flat: 0.208, pod: 3.082, loss: 3.34: :  80% | 16/20 |  5.59it/s
T50/51, E90/160 => nca: 0.049, flat: 0.207, pod: 3.072, loss: 3.328: :  80% | 16/20 |  5.59it/s
T50/51, E90/160 => nca: 0.049, flat: 0.207, pod: 3.072, loss: 3.328: :  85% | 17/20 |  5.66it/s
T50/51, E90/160 => nca: 0.049, flat: 0.206, pod: 3.059, loss: 3.314: :  85% | 17/20 |  5.66it/s
T50/51, E90/160 => nca: 0.049, flat: 0.206, pod: 3.059, loss: 3.314: :  90% | 18/20 |  5.71it/s
T50/51, E90/160 => nca: 0.048, flat: 0.205, pod: 3.047, loss: 3.301: :  90% | 18/20 |  5.71it/s
T50/51, E90/160 => nca: 0.048, flat: 0.205, pod: 3.047, loss: 3.301: :  95% | 19/20 |  5.76it/s
T50/51, E90/160 => nca: 0.052, flat: 0.215, pod: 3.114, loss: 3.382: :  95% | 19/20 |  5.76it/s
T50/51, E90/160 => nca: 0.052, flat: 0.215, pod: 3.114, loss: 3.382: : 100% | 20/20 |  6.40it/s
T50/51, E90/160 => nca: 0.052, flat: 0.215, pod: 3.114, loss: 3.382: : 100% | 20/20 |  5.46it/s

  0% | 0/20 | ?it/s
T50/51, E91/160 => nca: 0.042, flat: 0.197, pod: 2.952, loss: 3.191: :   0% | 0/20 | ?it/s
T50/51, E91/160 => nca: 0.042, flat: 0.197, pod: 2.952, loss: 3.191: :   5% | 1/20 |  5.82it/s
T50/51, E91/160 => nca: 0.039, flat: 0.215, pod: 3.14, loss: 3.393: :   5% | 1/20 |  5.82it/s 
T50/51, E91/160 => nca: 0.039, flat: 0.215, pod: 3.14, loss: 3.393: :  10% | 2/20 |  5.84it/s
T50/51, E91/160 => nca: 0.045, flat: 0.214, pod: 3.079, loss: 3.338: :  10% | 2/20 |  5.84it/s
T50/51, E91/160 => nca: 0.045, flat: 0.214, pod: 3.079, loss: 3.338: :  15% | 3/20 |  5.86it/s
T50/51, E91/160 => nca: 0.049, flat: 0.219, pod: 3.044, loss: 3.312: :  15% | 3/20 |  5.86it/s
T50/51, E91/160 => nca: 0.049, flat: 0.219, pod: 3.044, loss: 3.312: :  20% | 4/20 |  5.89it/s
T50/51, E91/160 => nca: 0.053, flat: 0.221, pod: 3.013, loss: 3.288: :  20% | 4/20 |  5.89it/s
T50/51, E91/160 => nca: 0.053, flat: 0.221, pod: 3.013, loss: 3.288: :  25% | 5/20 |  5.91it/s
T50/51, E91/160 => nca: 0.052, flat: 0.226, pod: 3.02, loss: 3.298: :  25% | 5/20 |  5.91it/s 
T50/51, E91/160 => nca: 0.052, flat: 0.226, pod: 3.02, loss: 3.298: :  30% | 6/20 |  5.92it/s
T50/51, E91/160 => nca: 0.052, flat: 0.223, pod: 3.018, loss: 3.294: :  30% | 6/20 |  5.92it/s
T50/51, E91/160 => nca: 0.052, flat: 0.223, pod: 3.018, loss: 3.294: :  35% | 7/20 |  5.93it/s
T50/51, E91/160 => nca: 0.053, flat: 0.218, pod: 2.987, loss: 3.258: :  35% | 7/20 |  5.93it/s
T50/51, E91/160 => nca: 0.053, flat: 0.218, pod: 2.987, loss: 3.258: :  40% | 8/20 |  5.94it/s
T50/51, E91/160 => nca: 0.051, flat: 0.219, pod: 2.999, loss: 3.269: :  40% | 8/20 |  5.94it/s
T50/51, E91/160 => nca: 0.051, flat: 0.219, pod: 2.999, loss: 3.269: :  45% | 9/20 |  5.96it/s
T50/51, E91/160 => nca: 0.052, flat: 0.222, pod: 3.058, loss: 3.333: :  45% | 9/20 |  5.96it/s
T50/51, E91/160 => nca: 0.052, flat: 0.222, pod: 3.058, loss: 3.333: :  50% | 10/20 |  5.96it/s
T50/51, E91/160 => nca: 0.053, flat: 0.223, pod: 3.051, loss: 3.327: :  50% | 10/20 |  5.96it/s
T50/51, E91/160 => nca: 0.053, flat: 0.223, pod: 3.051, loss: 3.327: :  55% | 11/20 |  5.95it/s
T50/51, E91/160 => nca: 0.053, flat: 0.222, pod: 3.056, loss: 3.33: :  55% | 11/20 |  5.95it/s 
T50/51, E91/160 => nca: 0.053, flat: 0.222, pod: 3.056, loss: 3.33: :  60% | 12/20 |  5.95it/s
T50/51, E91/160 => nca: 0.053, flat: 0.221, pod: 3.075, loss: 3.35: :  60% | 12/20 |  5.95it/s
T50/51, E91/160 => nca: 0.053, flat: 0.221, pod: 3.075, loss: 3.35: :  65% | 13/20 |  5.96it/s
T50/51, E91/160 => nca: 0.053, flat: 0.221, pod: 3.07, loss: 3.344: :  65% | 13/20 |  5.96it/s
T50/51, E91/160 => nca: 0.053, flat: 0.221, pod: 3.07, loss: 3.344: :  70% | 14/20 |  5.96it/s
T50/51, E91/160 => nca: 0.052, flat: 0.221, pod: 3.081, loss: 3.354: :  70% | 14/20 |  5.96it/s
T50/51, E91/160 => nca: 0.052, flat: 0.221, pod: 3.081, loss: 3.354: :  75% | 15/20 |  5.97it/s
T50/51, E91/160 => nca: 0.055, flat: 0.219, pod: 3.077, loss: 3.351: :  75% | 15/20 |  5.97it/s
T50/51, E91/160 => nca: 0.055, flat: 0.219, pod: 3.077, loss: 3.351: :  80% | 16/20 |  5.97it/s
T50/51, E91/160 => nca: 0.055, flat: 0.22, pod: 3.087, loss: 3.362: :  80% | 16/20 |  5.97it/s 
T50/51, E91/160 => nca: 0.055, flat: 0.22, pod: 3.087, loss: 3.362: :  85% | 17/20 |  5.96it/s
T50/51, E91/160 => nca: 0.054, flat: 0.218, pod: 3.082, loss: 3.355: :  85% | 17/20 |  5.96it/s
T50/51, E91/160 => nca: 0.054, flat: 0.218, pod: 3.082, loss: 3.355: :  90% | 18/20 |  5.97it/s
T50/51, E91/160 => nca: 0.054, flat: 0.218, pod: 3.092, loss: 3.365: :  90% | 18/20 |  5.97it/s
T50/51, E91/160 => nca: 0.054, flat: 0.218, pod: 3.092, loss: 3.365: :  95% | 19/20 |  5.96it/s
T50/51, E91/160 => nca: 0.055, flat: 0.226, pod: 3.16, loss: 3.44: :  95% | 19/20 |  5.96it/s  
T50/51, E91/160 => nca: 0.055, flat: 0.226, pod: 3.16, loss: 3.44: : 100% | 20/20 |  6.64it/s
T50/51, E91/160 => nca: 0.055, flat: 0.226, pod: 3.16, loss: 3.44: : 100% | 20/20 |  6.05it/s

  0% | 0/20 | ?it/s
T50/51, E92/160 => nca: 0.059, flat: 0.217, pod: 3.293, loss: 3.568: :   0% | 0/20 | ?it/s
T50/51, E92/160 => nca: 0.059, flat: 0.217, pod: 3.293, loss: 3.568: :   5% | 1/20 |  5.97it/s
T50/51, E92/160 => nca: 0.049, flat: 0.229, pod: 3.283, loss: 3.561: :   5% | 1/20 |  5.97it/s
T50/51, E92/160 => nca: 0.049, flat: 0.229, pod: 3.283, loss: 3.561: :  10% | 2/20 |  5.89it/s
T50/51, E92/160 => nca: 0.055, flat: 0.228, pod: 3.297, loss: 3.58: :  10% | 2/20 |  5.89it/s 
T50/51, E92/160 => nca: 0.055, flat: 0.228, pod: 3.297, loss: 3.58: :  15% | 3/20 |  5.79it/s
T50/51, E92/160 => nca: 0.056, flat: 0.223, pod: 3.243, loss: 3.522: :  15% | 3/20 |  5.79it/s
T50/51, E92/160 => nca: 0.056, flat: 0.223, pod: 3.243, loss: 3.522: :  20% | 4/20 |  5.81it/s
T50/51, E92/160 => nca: 0.054, flat: 0.23, pod: 3.291, loss: 3.575: :  20% | 4/20 |  5.81it/s 
T50/51, E92/160 => nca: 0.054, flat: 0.23, pod: 3.291, loss: 3.575: :  25% | 5/20 |  5.82it/s
T50/51, E92/160 => nca: 0.055, flat: 0.229, pod: 3.284, loss: 3.569: :  25% | 5/20 |  5.82it/s
T50/51, E92/160 => nca: 0.055, flat: 0.229, pod: 3.284, loss: 3.569: :  30% | 6/20 |  5.84it/s
T50/51, E92/160 => nca: 0.055, flat: 0.229, pod: 3.25, loss: 3.533: :  30% | 6/20 |  5.84it/s 
T50/51, E92/160 => nca: 0.055, flat: 0.229, pod: 3.25, loss: 3.533: :  35% | 7/20 |  5.82it/s
T50/51, E92/160 => nca: 0.055, flat: 0.225, pod: 3.203, loss: 3.482: :  35% | 7/20 |  5.82it/s
T50/51, E92/160 => nca: 0.055, flat: 0.225, pod: 3.203, loss: 3.482: :  40% | 8/20 |  5.77it/s
T50/51, E92/160 => nca: 0.056, flat: 0.227, pod: 3.196, loss: 3.479: :  40% | 8/20 |  5.77it/s
T50/51, E92/160 => nca: 0.056, flat: 0.227, pod: 3.196, loss: 3.479: :  45% | 9/20 |  5.78it/s
T50/51, E92/160 => nca: 0.056, flat: 0.226, pod: 3.198, loss: 3.481: :  45% | 9/20 |  5.78it/s
T50/51, E92/160 => nca: 0.056, flat: 0.226, pod: 3.198, loss: 3.481: :  50% | 10/20 |  5.81it/s
T50/51, E92/160 => nca: 0.058, flat: 0.223, pod: 3.195, loss: 3.476: :  50% | 10/20 |  5.81it/s
T50/51, E92/160 => nca: 0.058, flat: 0.223, pod: 3.195, loss: 3.476: :  55% | 11/20 |  5.83it/s
T50/51, E92/160 => nca: 0.057, flat: 0.221, pod: 3.19, loss: 3.469: :  55% | 11/20 |  5.83it/s 
T50/51, E92/160 => nca: 0.057, flat: 0.221, pod: 3.19, loss: 3.469: :  60% | 12/20 |  5.83it/s
T50/51, E92/160 => nca: 0.057, flat: 0.221, pod: 3.193, loss: 3.471: :  60% | 12/20 |  5.83it/s
T50/51, E92/160 => nca: 0.057, flat: 0.221, pod: 3.193, loss: 3.471: :  65% | 13/20 |  5.85it/s
T50/51, E92/160 => nca: 0.055, flat: 0.218, pod: 3.181, loss: 3.455: :  65% | 13/20 |  5.85it/s
T50/51, E92/160 => nca: 0.055, flat: 0.218, pod: 3.181, loss: 3.455: :  70% | 14/20 |  5.88it/s
T50/51, E92/160 => nca: 0.054, flat: 0.217, pod: 3.169, loss: 3.44: :  70% | 14/20 |  5.88it/s 
T50/51, E92/160 => nca: 0.054, flat: 0.217, pod: 3.169, loss: 3.44: :  75% | 15/20 |  5.89it/s
T50/51, E92/160 => nca: 0.054, flat: 0.217, pod: 3.155, loss: 3.425: :  75% | 15/20 |  5.89it/s
T50/51, E92/160 => nca: 0.054, flat: 0.217, pod: 3.155, loss: 3.425: :  80% | 16/20 |  5.91it/s
T50/51, E92/160 => nca: 0.054, flat: 0.215, pod: 3.148, loss: 3.416: :  80% | 16/20 |  5.91it/s
T50/51, E92/160 => nca: 0.054, flat: 0.215, pod: 3.148, loss: 3.416: :  85% | 17/20 |  5.93it/s
T50/51, E92/160 => nca: 0.054, flat: 0.214, pod: 3.157, loss: 3.425: :  85% | 17/20 |  5.93it/s
T50/51, E92/160 => nca: 0.054, flat: 0.214, pod: 3.157, loss: 3.425: :  90% | 18/20 |  5.94it/s
T50/51, E92/160 => nca: 0.054, flat: 0.212, pod: 3.146, loss: 3.413: :  90% | 18/20 |  5.94it/s
T50/51, E92/160 => nca: 0.054, flat: 0.212, pod: 3.146, loss: 3.413: :  95% | 19/20 |  5.86it/s
T50/51, E92/160 => nca: 0.06, flat: 0.227, pod: 3.212, loss: 3.499: :  95% | 19/20 |  5.86it/s 
T50/51, E92/160 => nca: 0.06, flat: 0.227, pod: 3.212, loss: 3.499: : 100% | 20/20 |  6.28it/s
T50/51, E92/160 => nca: 0.06, flat: 0.227, pod: 3.212, loss: 3.499: : 100% | 20/20 |  5.91it/s

  0% | 0/20 | ?it/s
T50/51, E93/160 => nca: 0.036, flat: 0.213, pod: 3.05, loss: 3.299: :   0% | 0/20 | ?it/s
T50/51, E93/160 => nca: 0.036, flat: 0.213, pod: 3.05, loss: 3.299: :   5% | 1/20 |  5.20it/s
T50/51, E93/160 => nca: 0.051, flat: 0.23, pod: 3.211, loss: 3.492: :   5% | 1/20 |  5.20it/s
T50/51, E93/160 => nca: 0.051, flat: 0.23, pod: 3.211, loss: 3.492: :  10% | 2/20 |  5.21it/s
T50/51, E93/160 => nca: 0.056, flat: 0.234, pod: 3.166, loss: 3.456: :  10% | 2/20 |  5.21it/s
T50/51, E93/160 => nca: 0.056, flat: 0.234, pod: 3.166, loss: 3.456: :  15% | 3/20 |  5.12it/s
T50/51, E93/160 => nca: 0.067, flat: 0.235, pod: 3.137, loss: 3.438: :  15% | 3/20 |  5.12it/s
T50/51, E93/160 => nca: 0.067, flat: 0.235, pod: 3.137, loss: 3.438: :  20% | 4/20 |  5.17it/s
T50/51, E93/160 => nca: 0.067, flat: 0.232, pod: 3.095, loss: 3.394: :  20% | 4/20 |  5.17it/s
T50/51, E93/160 => nca: 0.067, flat: 0.232, pod: 3.095, loss: 3.394: :  25% | 5/20 |  5.21it/s
T50/51, E93/160 => nca: 0.065, flat: 0.23, pod: 3.099, loss: 3.395: :  25% | 5/20 |  5.21it/s 
T50/51, E93/160 => nca: 0.065, flat: 0.23, pod: 3.099, loss: 3.395: :  30% | 6/20 |  5.21it/s
T50/51, E93/160 => nca: 0.06, flat: 0.227, pod: 3.066, loss: 3.353: :  30% | 6/20 |  5.21it/s
T50/51, E93/160 => nca: 0.06, flat: 0.227, pod: 3.066, loss: 3.353: :  35% | 7/20 |  5.17it/s
T50/51, E93/160 => nca: 0.059, flat: 0.225, pod: 3.058, loss: 3.342: :  35% | 7/20 |  5.17it/s
T50/51, E93/160 => nca: 0.059, flat: 0.225, pod: 3.058, loss: 3.342: :  40% | 8/20 |  5.22it/s
T50/51, E93/160 => nca: 0.06, flat: 0.223, pod: 3.032, loss: 3.315: :  40% | 8/20 |  5.22it/s 
T50/51, E93/160 => nca: 0.06, flat: 0.223, pod: 3.032, loss: 3.315: :  45% | 9/20 |  5.22it/s
T50/51, E93/160 => nca: 0.059, flat: 0.222, pod: 3.064, loss: 3.345: :  45% | 9/20 |  5.22it/s
T50/51, E93/160 => nca: 0.059, flat: 0.222, pod: 3.064, loss: 3.345: :  50% | 10/20 |  5.17it/s
T50/51, E93/160 => nca: 0.059, flat: 0.221, pod: 3.053, loss: 3.333: :  50% | 10/20 |  5.17it/s
T50/51, E93/160 => nca: 0.059, flat: 0.221, pod: 3.053, loss: 3.333: :  55% | 11/20 |  5.21it/s
T50/51, E93/160 => nca: 0.06, flat: 0.219, pod: 3.038, loss: 3.317: :  55% | 11/20 |  5.21it/s 
T50/51, E93/160 => nca: 0.06, flat: 0.219, pod: 3.038, loss: 3.317: :  60% | 12/20 |  5.20it/s
T50/51, E93/160 => nca: 0.059, flat: 0.221, pod: 3.044, loss: 3.323: :  60% | 12/20 |  5.20it/s
T50/51, E93/160 => nca: 0.059, flat: 0.221, pod: 3.044, loss: 3.323: :  65% | 13/20 |  5.24it/s
T50/51, E93/160 => nca: 0.059, flat: 0.22, pod: 3.056, loss: 3.335: :  65% | 13/20 |  5.24it/s 
T50/51, E93/160 => nca: 0.059, flat: 0.22, pod: 3.056, loss: 3.335: :  70% | 14/20 |  5.08it/s
T50/51, E93/160 => nca: 0.059, flat: 0.221, pod: 3.054, loss: 3.334: :  70% | 14/20 |  5.08it/s
T50/51, E93/160 => nca: 0.059, flat: 0.221, pod: 3.054, loss: 3.334: :  75% | 15/20 |  5.03it/s
T50/51, E93/160 => nca: 0.058, flat: 0.22, pod: 3.056, loss: 3.334: :  75% | 15/20 |  5.03it/s 
T50/51, E93/160 => nca: 0.058, flat: 0.22, pod: 3.056, loss: 3.334: :  80% | 16/20 |  5.05it/s
T50/51, E93/160 => nca: 0.057, flat: 0.219, pod: 3.06, loss: 3.336: :  80% | 16/20 |  5.05it/s
T50/51, E93/160 => nca: 0.057, flat: 0.219, pod: 3.06, loss: 3.336: :  85% | 17/20 |  5.05it/s
T50/51, E93/160 => nca: 0.059, flat: 0.217, pod: 3.054, loss: 3.33: :  85% | 17/20 |  5.05it/s
T50/51, E93/160 => nca: 0.059, flat: 0.217, pod: 3.054, loss: 3.33: :  90% | 18/20 |  5.09it/s
T50/51, E93/160 => nca: 0.058, flat: 0.218, pod: 3.071, loss: 3.347: :  90% | 18/20 |  5.09it/s
T50/51, E93/160 => nca: 0.058, flat: 0.218, pod: 3.071, loss: 3.347: :  95% | 19/20 |  5.24it/s
T50/51, E93/160 => nca: 0.071, flat: 0.232, pod: 3.153, loss: 3.457: :  95% | 19/20 |  5.24it/s
T50/51, E93/160 => nca: 0.071, flat: 0.232, pod: 3.153, loss: 3.457: : 100% | 20/20 |  5.98it/s
T50/51, E93/160 => nca: 0.071, flat: 0.232, pod: 3.153, loss: 3.457: : 100% | 20/20 |  5.28it/s

  0% | 0/20 | ?it/s
T50/51, E94/160 => nca: 0.048, flat: 0.213, pod: 3.014, loss: 3.274: :   0% | 0/20 | ?it/s
T50/51, E94/160 => nca: 0.048, flat: 0.213, pod: 3.014, loss: 3.274: :   5% | 1/20 |  5.92it/s
T50/51, E94/160 => nca: 0.041, flat: 0.218, pod: 3.081, loss: 3.34: :   5% | 1/20 |  5.92it/s 
T50/51, E94/160 => nca: 0.041, flat: 0.218, pod: 3.081, loss: 3.34: :  10% | 2/20 |  5.93it/s
T50/51, E94/160 => nca: 0.053, flat: 0.239, pod: 3.202, loss: 3.494: :  10% | 2/20 |  5.93it/s
T50/51, E94/160 => nca: 0.053, flat: 0.239, pod: 3.202, loss: 3.494: :  15% | 3/20 |  5.92it/s
T50/51, E94/160 => nca: 0.054, flat: 0.251, pod: 3.208, loss: 3.512: :  15% | 3/20 |  5.92it/s
T50/51, E94/160 => nca: 0.054, flat: 0.251, pod: 3.208, loss: 3.512: :  20% | 4/20 |  5.92it/s
T50/51, E94/160 => nca: 0.059, flat: 0.252, pod: 3.152, loss: 3.463: :  20% | 4/20 |  5.92it/s
T50/51, E94/160 => nca: 0.059, flat: 0.252, pod: 3.152, loss: 3.463: :  25% | 5/20 |  5.92it/s
T50/51, E94/160 => nca: 0.058, flat: 0.253, pod: 3.168, loss: 3.479: :  25% | 5/20 |  5.92it/s
T50/51, E94/160 => nca: 0.058, flat: 0.253, pod: 3.168, loss: 3.479: :  30% | 6/20 |  5.92it/s
T50/51, E94/160 => nca: 0.058, flat: 0.256, pod: 3.147, loss: 3.461: :  30% | 6/20 |  5.92it/s
T50/51, E94/160 => nca: 0.058, flat: 0.256, pod: 3.147, loss: 3.461: :  35% | 7/20 |  5.92it/s
T50/51, E94/160 => nca: 0.061, flat: 0.252, pod: 3.128, loss: 3.441: :  35% | 7/20 |  5.92it/s
T50/51, E94/160 => nca: 0.061, flat: 0.252, pod: 3.128, loss: 3.441: :  40% | 8/20 |  5.93it/s
T50/51, E94/160 => nca: 0.059, flat: 0.251, pod: 3.118, loss: 3.428: :  40% | 8/20 |  5.93it/s
T50/51, E94/160 => nca: 0.059, flat: 0.251, pod: 3.118, loss: 3.428: :  45% | 9/20 |  5.94it/s
T50/51, E94/160 => nca: 0.058, flat: 0.251, pod: 3.099, loss: 3.409: :  45% | 9/20 |  5.94it/s
T50/51, E94/160 => nca: 0.058, flat: 0.251, pod: 3.099, loss: 3.409: :  50% | 10/20 |  5.95it/s
T50/51, E94/160 => nca: 0.059, flat: 0.25, pod: 3.093, loss: 3.401: :  50% | 10/20 |  5.95it/s 
T50/51, E94/160 => nca: 0.059, flat: 0.25, pod: 3.093, loss: 3.401: :  55% | 11/20 |  5.96it/s
T50/51, E94/160 => nca: 0.059, flat: 0.25, pod: 3.084, loss: 3.393: :  55% | 11/20 |  5.96it/s
T50/51, E94/160 => nca: 0.059, flat: 0.25, pod: 3.084, loss: 3.393: :  60% | 12/20 |  5.97it/s
T50/51, E94/160 => nca: 0.059, flat: 0.249, pod: 3.084, loss: 3.392: :  60% | 12/20 |  5.97it/s
T50/51, E94/160 => nca: 0.059, flat: 0.249, pod: 3.084, loss: 3.392: :  65% | 13/20 |  5.97it/s
T50/51, E94/160 => nca: 0.058, flat: 0.246, pod: 3.057, loss: 3.362: :  65% | 13/20 |  5.97it/s
T50/51, E94/160 => nca: 0.058, flat: 0.246, pod: 3.057, loss: 3.362: :  70% | 14/20 |  5.98it/s
T50/51, E94/160 => nca: 0.059, flat: 0.248, pod: 3.064, loss: 3.37: :  70% | 14/20 |  5.98it/s 
T50/51, E94/160 => nca: 0.059, flat: 0.248, pod: 3.064, loss: 3.37: :  75% | 15/20 |  5.94it/s
T50/51, E94/160 => nca: 0.058, flat: 0.245, pod: 3.053, loss: 3.357: :  75% | 15/20 |  5.94it/s
T50/51, E94/160 => nca: 0.058, flat: 0.245, pod: 3.053, loss: 3.357: :  80% | 16/20 |  5.93it/s
T50/51, E94/160 => nca: 0.058, flat: 0.243, pod: 3.051, loss: 3.352: :  80% | 16/20 |  5.93it/s
T50/51, E94/160 => nca: 0.058, flat: 0.243, pod: 3.051, loss: 3.352: :  85% | 17/20 |  5.95it/s
T50/51, E94/160 => nca: 0.059, flat: 0.242, pod: 3.051, loss: 3.351: :  85% | 17/20 |  5.95it/s
T50/51, E94/160 => nca: 0.059, flat: 0.242, pod: 3.051, loss: 3.351: :  90% | 18/20 |  5.95it/s
