
  0% | 0/20 | ?it/s
T51/51, E71/160 => nca: 0.067, flat: 0.294, pod: 3.778, loss: 4.139: :  95% | 19/20 |  5.79it/s
T51/51, E71/160 => nca: 0.069, flat: 0.301, pod: 3.816, loss: 4.186: :  95% | 19/20 |  5.79it/s
T51/51, E71/160 => nca: 0.069, flat: 0.301, pod: 3.816, loss: 4.186: : 100% | 20/20 |  6.34it/s
T51/51, E71/160 => nca: 0.069, flat: 0.301, pod: 3.816, loss: 4.186: : 100% | 20/20 |  5.46it/s

  0% | 0/20 | ?it/s
T51/51, E72/160 => nca: 0.087, flat: 0.329, pod: 4.049, loss: 4.465: :   0% | 0/20 | ?it/s
T51/51, E72/160 => nca: 0.087, flat: 0.329, pod: 4.049, loss: 4.465: :   5% | 1/20 |  5.95it/s
T51/51, E72/160 => nca: 0.075, flat: 0.302, pod: 4.043, loss: 4.421: :   5% | 1/20 |  5.95it/s
T51/51, E72/160 => nca: 0.075, flat: 0.302, pod: 4.043, loss: 4.421: :  10% | 2/20 |  5.95it/s
T51/51, E72/160 => nca: 0.085, flat: 0.315, pod: 4.055, loss: 4.455: :  10% | 2/20 |  5.95it/s
T51/51, E72/160 => nca: 0.085, flat: 0.315, pod: 4.055, loss: 4.455: :  15% | 3/20 |  5.85it/s
T51/51, E72/160 => nca: 0.07, flat: 0.305, pod: 3.988, loss: 4.363: :  15% | 3/20 |  5.85it/s 
T51/51, E72/160 => nca: 0.07, flat: 0.305, pod: 3.988, loss: 4.363: :  20% | 4/20 |  5.74it/s
T51/51, E72/160 => nca: 0.075, flat: 0.308, pod: 3.94, loss: 4.323: :  20% | 4/20 |  5.74it/s
T51/51, E72/160 => nca: 0.075, flat: 0.308, pod: 3.94, loss: 4.323: :  25% | 5/20 |  5.80it/s
T51/51, E72/160 => nca: 0.078, flat: 0.302, pod: 3.92, loss: 4.3: :  25% | 5/20 |  5.80it/s  
T51/51, E72/160 => nca: 0.078, flat: 0.302, pod: 3.92, loss: 4.3: :  30% | 6/20 |  5.83it/s
T51/51, E72/160 => nca: 0.081, flat: 0.304, pod: 3.897, loss: 4.282: :  30% | 6/20 |  5.83it/s
T51/51, E72/160 => nca: 0.081, flat: 0.304, pod: 3.897, loss: 4.282: :  35% | 7/20 |  5.84it/s
T51/51, E72/160 => nca: 0.081, flat: 0.302, pod: 3.871, loss: 4.254: :  35% | 7/20 |  5.84it/s
T51/51, E72/160 => nca: 0.081, flat: 0.302, pod: 3.871, loss: 4.254: :  40% | 8/20 |  5.78it/s
T51/51, E72/160 => nca: 0.077, flat: 0.296, pod: 3.835, loss: 4.209: :  40% | 8/20 |  5.78it/s
T51/51, E72/160 => nca: 0.077, flat: 0.296, pod: 3.835, loss: 4.209: :  45% | 9/20 |  5.72it/s
T51/51, E72/160 => nca: 0.075, flat: 0.296, pod: 3.818, loss: 4.189: :  45% | 9/20 |  5.72it/s
T51/51, E72/160 => nca: 0.075, flat: 0.296, pod: 3.818, loss: 4.189: :  50% | 10/20 |  5.75it/s
T51/51, E72/160 => nca: 0.076, flat: 0.3, pod: 3.807, loss: 4.183: :  50% | 10/20 |  5.75it/s  
T51/51, E72/160 => nca: 0.076, flat: 0.3, pod: 3.807, loss: 4.183: :  55% | 11/20 |  5.77it/s
T51/51, E72/160 => nca: 0.078, flat: 0.299, pod: 3.8, loss: 4.177: :  55% | 11/20 |  5.77it/s
T51/51, E72/160 => nca: 0.078, flat: 0.299, pod: 3.8, loss: 4.177: :  60% | 12/20 |  5.77it/s
T51/51, E72/160 => nca: 0.077, flat: 0.298, pod: 3.79, loss: 4.164: :  60% | 12/20 |  5.77it/s
T51/51, E72/160 => nca: 0.077, flat: 0.298, pod: 3.79, loss: 4.164: :  65% | 13/20 |  5.78it/s
T51/51, E72/160 => nca: 0.076, flat: 0.298, pod: 3.782, loss: 4.156: :  65% | 13/20 |  5.78it/s
T51/51, E72/160 => nca: 0.076, flat: 0.298, pod: 3.782, loss: 4.156: :  70% | 14/20 |  5.81it/s
T51/51, E72/160 => nca: 0.077, flat: 0.298, pod: 3.768, loss: 4.143: :  70% | 14/20 |  5.81it/s
T51/51, E72/160 => nca: 0.077, flat: 0.298, pod: 3.768, loss: 4.143: :  75% | 15/20 |  5.81it/s
T51/51, E72/160 => nca: 0.079, flat: 0.297, pod: 3.753, loss: 4.129: :  75% | 15/20 |  5.81it/s
T51/51, E72/160 => nca: 0.079, flat: 0.297, pod: 3.753, loss: 4.129: :  80% | 16/20 |  5.83it/s
T51/51, E72/160 => nca: 0.08, flat: 0.295, pod: 3.736, loss: 4.111: :  80% | 16/20 |  5.83it/s 
T51/51, E72/160 => nca: 0.08, flat: 0.295, pod: 3.736, loss: 4.111: :  85% | 17/20 |  5.84it/s
T51/51, E72/160 => nca: 0.081, flat: 0.294, pod: 3.735, loss: 4.111: :  85% | 17/20 |  5.84it/s
T51/51, E72/160 => nca: 0.081, flat: 0.294, pod: 3.735, loss: 4.111: :  90% | 18/20 |  5.86it/s
T51/51, E72/160 => nca: 0.081, flat: 0.293, pod: 3.733, loss: 4.108: :  90% | 18/20 |  5.86it/s
T51/51, E72/160 => nca: 0.081, flat: 0.293, pod: 3.733, loss: 4.108: :  95% | 19/20 |  5.87it/s
T51/51, E72/160 => nca: 0.082, flat: 0.301, pod: 3.791, loss: 4.173: :  95% | 19/20 |  5.87it/s
T51/51, E72/160 => nca: 0.082, flat: 0.301, pod: 3.791, loss: 4.173: : 100% | 20/20 |  6.42it/s
T51/51, E72/160 => nca: 0.082, flat: 0.301, pod: 3.791, loss: 4.173: : 100% | 20/20 |  5.90it/s

  0% | 0/20 | ?it/s
T51/51, E73/160 => nca: 0.1, flat: 0.315, pod: 3.743, loss: 4.158: :   0% | 0/20 | ?it/s
T51/51, E73/160 => nca: 0.1, flat: 0.315, pod: 3.743, loss: 4.158: :   5% | 1/20 |  5.94it/s
T51/51, E73/160 => nca: 0.095, flat: 0.321, pod: 3.701, loss: 4.117: :   5% | 1/20 |  5.94it/s
T51/51, E73/160 => nca: 0.095, flat: 0.321, pod: 3.701, loss: 4.117: :  10% | 2/20 |  5.94it/s
T51/51, E73/160 => nca: 0.089, flat: 0.314, pod: 3.652, loss: 4.055: :  10% | 2/20 |  5.94it/s
T51/51, E73/160 => nca: 0.089, flat: 0.314, pod: 3.652, loss: 4.055: :  15% | 3/20 |  5.94it/s
T51/51, E73/160 => nca: 0.092, flat: 0.306, pod: 3.626, loss: 4.024: :  15% | 3/20 |  5.94it/s
T51/51, E73/160 => nca: 0.092, flat: 0.306, pod: 3.626, loss: 4.024: :  20% | 4/20 |  5.89it/s
T51/51, E73/160 => nca: 0.09, flat: 0.302, pod: 3.633, loss: 4.025: :  20% | 4/20 |  5.89it/s 
T51/51, E73/160 => nca: 0.09, flat: 0.302, pod: 3.633, loss: 4.025: :  25% | 5/20 |  5.89it/s
T51/51, E73/160 => nca: 0.086, flat: 0.295, pod: 3.612, loss: 3.993: :  25% | 5/20 |  5.89it/s
T51/51, E73/160 => nca: 0.086, flat: 0.295, pod: 3.612, loss: 3.993: :  30% | 6/20 |  5.91it/s
T51/51, E73/160 => nca: 0.084, flat: 0.289, pod: 3.589, loss: 3.962: :  30% | 6/20 |  5.91it/s
T51/51, E73/160 => nca: 0.084, flat: 0.289, pod: 3.589, loss: 3.962: :  35% | 7/20 |  5.92it/s
T51/51, E73/160 => nca: 0.079, flat: 0.288, pod: 3.571, loss: 3.937: :  35% | 7/20 |  5.92it/s
T51/51, E73/160 => nca: 0.079, flat: 0.288, pod: 3.571, loss: 3.937: :  40% | 8/20 |  5.93it/s
T51/51, E73/160 => nca: 0.076, flat: 0.289, pod: 3.57, loss: 3.936: :  40% | 8/20 |  5.93it/s 
T51/51, E73/160 => nca: 0.076, flat: 0.289, pod: 3.57, loss: 3.936: :  45% | 9/20 |  5.94it/s
T51/51, E73/160 => nca: 0.075, flat: 0.291, pod: 3.568, loss: 3.935: :  45% | 9/20 |  5.94it/s
T51/51, E73/160 => nca: 0.075, flat: 0.291, pod: 3.568, loss: 3.935: :  50% | 10/20 |  5.91it/s
T51/51, E73/160 => nca: 0.073, flat: 0.289, pod: 3.57, loss: 3.933: :  50% | 10/20 |  5.91it/s 
T51/51, E73/160 => nca: 0.073, flat: 0.289, pod: 3.57, loss: 3.933: :  55% | 11/20 |  5.91it/s
T51/51, E73/160 => nca: 0.072, flat: 0.288, pod: 3.564, loss: 3.924: :  55% | 11/20 |  5.91it/s
T51/51, E73/160 => nca: 0.072, flat: 0.288, pod: 3.564, loss: 3.924: :  60% | 12/20 |  5.93it/s
T51/51, E73/160 => nca: 0.073, flat: 0.287, pod: 3.544, loss: 3.904: :  60% | 12/20 |  5.93it/s
T51/51, E73/160 => nca: 0.073, flat: 0.287, pod: 3.544, loss: 3.904: :  65% | 13/20 |  5.92it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.528, loss: 3.885: :  65% | 13/20 |  5.92it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.528, loss: 3.885: :  70% | 14/20 |  5.91it/s
T51/51, E73/160 => nca: 0.071, flat: 0.284, pod: 3.531, loss: 3.885: :  70% | 14/20 |  5.91it/s
T51/51, E73/160 => nca: 0.071, flat: 0.284, pod: 3.531, loss: 3.885: :  75% | 15/20 |  5.92it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.539, loss: 3.896: :  75% | 15/20 |  5.92it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.539, loss: 3.896: :  80% | 16/20 |  5.92it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.542, loss: 3.899: :  80% | 16/20 |  5.92it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.542, loss: 3.899: :  85% | 17/20 |  5.93it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.549, loss: 3.906: :  85% | 17/20 |  5.93it/s
T51/51, E73/160 => nca: 0.072, flat: 0.285, pod: 3.549, loss: 3.906: :  90% | 18/20 |  5.93it/s
T51/51, E73/160 => nca: 0.073, flat: 0.284, pod: 3.556, loss: 3.912: :  90% | 18/20 |  5.93it/s
T51/51, E73/160 => nca: 0.073, flat: 0.284, pod: 3.556, loss: 3.912: :  95% | 19/20 |  5.93it/s
T51/51, E73/160 => nca: 0.077, flat: 0.288, pod: 3.58, loss: 3.944: :  95% | 19/20 |  5.93it/s 
T51/51, E73/160 => nca: 0.077, flat: 0.288, pod: 3.58, loss: 3.944: : 100% | 20/20 |  6.46it/s
T51/51, E73/160 => nca: 0.077, flat: 0.288, pod: 3.58, loss: 3.944: : 100% | 20/20 |  6.00it/s

  0% | 0/20 | ?it/s
T51/51, E74/160 => nca: 0.083, flat: 0.297, pod: 3.665, loss: 4.044: :   0% | 0/20 | ?it/s
T51/51, E74/160 => nca: 0.083, flat: 0.297, pod: 3.665, loss: 4.044: :   5% | 1/20 |  5.92it/s
T51/51, E74/160 => nca: 0.075, flat: 0.285, pod: 3.627, loss: 3.986: :   5% | 1/20 |  5.92it/s
T51/51, E74/160 => nca: 0.075, flat: 0.285, pod: 3.627, loss: 3.986: :  10% | 2/20 |  5.91it/s
T51/51, E74/160 => nca: 0.07, flat: 0.279, pod: 3.568, loss: 3.917: :  10% | 2/20 |  5.91it/s 
T51/51, E74/160 => nca: 0.07, flat: 0.279, pod: 3.568, loss: 3.917: :  15% | 3/20 |  5.90it/s
T51/51, E74/160 => nca: 0.077, flat: 0.285, pod: 3.648, loss: 4.01: :  15% | 3/20 |  5.90it/s
T51/51, E74/160 => nca: 0.077, flat: 0.285, pod: 3.648, loss: 4.01: :  20% | 4/20 |  5.89it/s
T51/51, E74/160 => nca: 0.073, flat: 0.286, pod: 3.637, loss: 3.996: :  20% | 4/20 |  5.89it/s
T51/51, E74/160 => nca: 0.073, flat: 0.286, pod: 3.637, loss: 3.996: :  25% | 5/20 |  5.81it/s
T51/51, E74/160 => nca: 0.072, flat: 0.292, pod: 3.722, loss: 4.086: :  25% | 5/20 |  5.81it/s
T51/51, E74/160 => nca: 0.072, flat: 0.292, pod: 3.722, loss: 4.086: :  30% | 6/20 |  5.61it/s
T51/51, E74/160 => nca: 0.086, flat: 0.296, pod: 3.732, loss: 4.114: :  30% | 6/20 |  5.61it/s
T51/51, E74/160 => nca: 0.086, flat: 0.296, pod: 3.732, loss: 4.114: :  35% | 7/20 |  5.50it/s
T51/51, E74/160 => nca: 0.082, flat: 0.294, pod: 3.719, loss: 4.095: :  35% | 7/20 |  5.50it/s
T51/51, E74/160 => nca: 0.082, flat: 0.294, pod: 3.719, loss: 4.095: :  40% | 8/20 |  5.39it/s
T51/51, E74/160 => nca: 0.083, flat: 0.294, pod: 3.706, loss: 4.083: :  40% | 8/20 |  5.39it/s
T51/51, E74/160 => nca: 0.083, flat: 0.294, pod: 3.706, loss: 4.083: :  45% | 9/20 |  5.36it/s
T51/51, E74/160 => nca: 0.082, flat: 0.292, pod: 3.704, loss: 4.078: :  45% | 9/20 |  5.36it/s
T51/51, E74/160 => nca: 0.082, flat: 0.292, pod: 3.704, loss: 4.078: :  50% | 10/20 |  5.32it/s
T51/51, E74/160 => nca: 0.083, flat: 0.293, pod: 3.683, loss: 4.059: :  50% | 10/20 |  5.32it/s
T51/51, E74/160 => nca: 0.083, flat: 0.293, pod: 3.683, loss: 4.059: :  55% | 11/20 |  5.29it/s
T51/51, E74/160 => nca: 0.08, flat: 0.291, pod: 3.667, loss: 4.038: :  55% | 11/20 |  5.29it/s 
T51/51, E74/160 => nca: 0.08, flat: 0.291, pod: 3.667, loss: 4.038: :  60% | 12/20 |  5.26it/s
T51/51, E74/160 => nca: 0.077, flat: 0.292, pod: 3.653, loss: 4.022: :  60% | 12/20 |  5.26it/s
T51/51, E74/160 => nca: 0.077, flat: 0.292, pod: 3.653, loss: 4.022: :  65% | 13/20 |  5.13it/s
T51/51, E74/160 => nca: 0.081, flat: 0.289, pod: 3.642, loss: 4.011: :  65% | 13/20 |  5.13it/s
T51/51, E74/160 => nca: 0.081, flat: 0.289, pod: 3.642, loss: 4.011: :  70% | 14/20 |  5.08it/s
T51/51, E74/160 => nca: 0.084, flat: 0.286, pod: 3.629, loss: 3.999: :  70% | 14/20 |  5.08it/s
T51/51, E74/160 => nca: 0.084, flat: 0.286, pod: 3.629, loss: 3.999: :  75% | 15/20 |  5.13it/s
T51/51, E74/160 => nca: 0.082, flat: 0.284, pod: 3.612, loss: 3.978: :  75% | 15/20 |  5.13it/s
T51/51, E74/160 => nca: 0.082, flat: 0.284, pod: 3.612, loss: 3.978: :  80% | 16/20 |  5.07it/s
T51/51, E74/160 => nca: 0.082, flat: 0.284, pod: 3.601, loss: 3.966: :  80% | 16/20 |  5.07it/s
T51/51, E74/160 => nca: 0.082, flat: 0.284, pod: 3.601, loss: 3.966: :  85% | 17/20 |  5.13it/s
T51/51, E74/160 => nca: 0.08, flat: 0.284, pod: 3.592, loss: 3.955: :  85% | 17/20 |  5.13it/s 
T51/51, E74/160 => nca: 0.08, flat: 0.284, pod: 3.592, loss: 3.955: :  90% | 18/20 |  5.16it/s
T51/51, E74/160 => nca: 0.079, flat: 0.285, pod: 3.587, loss: 3.951: :  90% | 18/20 |  5.16it/s
T51/51, E74/160 => nca: 0.079, flat: 0.285, pod: 3.587, loss: 3.951: :  95% | 19/20 |  5.19it/s
T51/51, E74/160 => nca: 0.08, flat: 0.29, pod: 3.626, loss: 3.997: :  95% | 19/20 |  5.19it/s  
T51/51, E74/160 => nca: 0.08, flat: 0.29, pod: 3.626, loss: 3.997: : 100% | 20/20 |  5.60it/s
T51/51, E74/160 => nca: 0.08, flat: 0.29, pod: 3.626, loss: 3.997: : 100% | 20/20 |  5.38it/s

  0% | 0/20 | ?it/s
T51/51, E75/160 => nca: 0.048, flat: 0.244, pod: 3.473, loss: 3.765: :   0% | 0/20 | ?it/s
T51/51, E75/160 => nca: 0.048, flat: 0.244, pod: 3.473, loss: 3.765: :   5% | 1/20 |  5.25it/s
T51/51, E75/160 => nca: 0.076, flat: 0.258, pod: 3.475, loss: 3.809: :   5% | 1/20 |  5.25it/s
T51/51, E75/160 => nca: 0.076, flat: 0.258, pod: 3.475, loss: 3.809: :  10% | 2/20 |  5.16it/s
T51/51, E75/160 => nca: 0.081, flat: 0.265, pod: 3.53, loss: 3.876: :  10% | 2/20 |  5.16it/s 
T51/51, E75/160 => nca: 0.081, flat: 0.265, pod: 3.53, loss: 3.876: :  15% | 3/20 |  5.09it/s
T51/51, E75/160 => nca: 0.082, flat: 0.268, pod: 3.512, loss: 3.863: :  15% | 3/20 |  5.09it/s
T51/51, E75/160 => nca: 0.082, flat: 0.268, pod: 3.512, loss: 3.863: :  20% | 4/20 |  5.02it/s
T51/51, E75/160 => nca: 0.077, flat: 0.264, pod: 3.482, loss: 3.823: :  20% | 4/20 |  5.02it/s
T51/51, E75/160 => nca: 0.077, flat: 0.264, pod: 3.482, loss: 3.823: :  25% | 5/20 |  5.01it/s
T51/51, E75/160 => nca: 0.074, flat: 0.269, pod: 3.502, loss: 3.845: :  25% | 5/20 |  5.01it/s
T51/51, E75/160 => nca: 0.074, flat: 0.269, pod: 3.502, loss: 3.845: :  30% | 6/20 |  5.14it/s
T51/51, E75/160 => nca: 0.076, flat: 0.27, pod: 3.485, loss: 3.831: :  30% | 6/20 |  5.14it/s 
T51/51, E75/160 => nca: 0.076, flat: 0.27, pod: 3.485, loss: 3.831: :  35% | 7/20 |  5.26it/s
T51/51, E75/160 => nca: 0.072, flat: 0.267, pod: 3.481, loss: 3.821: :  35% | 7/20 |  5.26it/s
T51/51, E75/160 => nca: 0.072, flat: 0.267, pod: 3.481, loss: 3.821: :  40% | 8/20 |  5.11it/s
T51/51, E75/160 => nca: 0.076, flat: 0.266, pod: 3.463, loss: 3.805: :  40% | 8/20 |  5.11it/s
T51/51, E75/160 => nca: 0.076, flat: 0.266, pod: 3.463, loss: 3.805: :  45% | 9/20 |  5.09it/s
T51/51, E75/160 => nca: 0.075, flat: 0.264, pod: 3.485, loss: 3.823: :  45% | 9/20 |  5.09it/s
T51/51, E75/160 => nca: 0.075, flat: 0.264, pod: 3.485, loss: 3.823: :  50% | 10/20 |  5.13it/s
T51/51, E75/160 => nca: 0.072, flat: 0.265, pod: 3.485, loss: 3.822: :  50% | 10/20 |  5.13it/s
T51/51, E75/160 => nca: 0.072, flat: 0.265, pod: 3.485, loss: 3.822: :  55% | 11/20 |  5.15it/s
T51/51, E75/160 => nca: 0.071, flat: 0.264, pod: 3.49, loss: 3.825: :  55% | 11/20 |  5.15it/s 
T51/51, E75/160 => nca: 0.071, flat: 0.264, pod: 3.49, loss: 3.825: :  60% | 12/20 |  5.16it/s
T51/51, E75/160 => nca: 0.071, flat: 0.264, pod: 3.487, loss: 3.821: :  60% | 12/20 |  5.16it/s
T51/51, E75/160 => nca: 0.071, flat: 0.264, pod: 3.487, loss: 3.821: :  65% | 13/20 |  5.18it/s
T51/51, E75/160 => nca: 0.072, flat: 0.264, pod: 3.473, loss: 3.809: :  65% | 13/20 |  5.18it/s
T51/51, E75/160 => nca: 0.072, flat: 0.264, pod: 3.473, loss: 3.809: :  70% | 14/20 |  5.18it/s
T51/51, E75/160 => nca: 0.072, flat: 0.265, pod: 3.47, loss: 3.807: :  70% | 14/20 |  5.18it/s 
T51/51, E75/160 => nca: 0.072, flat: 0.265, pod: 3.47, loss: 3.807: :  75% | 15/20 |  5.17it/s
T51/51, E75/160 => nca: 0.072, flat: 0.266, pod: 3.485, loss: 3.823: :  75% | 15/20 |  5.17it/s
T51/51, E75/160 => nca: 0.072, flat: 0.266, pod: 3.485, loss: 3.823: :  80% | 16/20 |  5.13it/s
T51/51, E75/160 => nca: 0.073, flat: 0.264, pod: 3.461, loss: 3.798: :  80% | 16/20 |  5.13it/s
T51/51, E75/160 => nca: 0.073, flat: 0.264, pod: 3.461, loss: 3.798: :  85% | 17/20 |  5.10it/s
T51/51, E75/160 => nca: 0.073, flat: 0.263, pod: 3.468, loss: 3.804: :  85% | 17/20 |  5.10it/s
T51/51, E75/160 => nca: 0.073, flat: 0.263, pod: 3.468, loss: 3.804: :  90% | 18/20 |  5.30it/s
T51/51, E75/160 => nca: 0.072, flat: 0.264, pod: 3.485, loss: 3.822: :  90% | 18/20 |  5.30it/s
T51/51, E75/160 => nca: 0.072, flat: 0.264, pod: 3.485, loss: 3.822: :  95% | 19/20 |  5.44it/s
T51/51, E75/160 => nca: 0.073, flat: 0.267, pod: 3.504, loss: 3.844: :  95% | 19/20 |  5.44it/s
T51/51, E75/160 => nca: 0.073, flat: 0.267, pod: 3.504, loss: 3.844: : 100% | 20/20 |  6.03it/s
T51/51, E75/160 => nca: 0.073, flat: 0.267, pod: 3.504, loss: 3.844: : 100% | 20/20 |  5.28it/s

  0% | 0/20 | ?it/s
T51/51, E76/160 => nca: 0.032, flat: 0.22, pod: 3.325, loss: 3.578: :   0% | 0/20 | ?it/s
T51/51, E76/160 => nca: 0.032, flat: 0.22, pod: 3.325, loss: 3.578: :   5% | 1/20 |  5.59it/s
T51/51, E76/160 => nca: 0.053, flat: 0.232, pod: 3.417, loss: 3.703: :   5% | 1/20 |  5.59it/s
T51/51, E76/160 => nca: 0.053, flat: 0.232, pod: 3.417, loss: 3.703: :  10% | 2/20 |  5.38it/s
T51/51, E76/160 => nca: 0.054, flat: 0.239, pod: 3.457, loss: 3.75: :  10% | 2/20 |  5.38it/s 
T51/51, E76/160 => nca: 0.054, flat: 0.239, pod: 3.457, loss: 3.75: :  15% | 3/20 |  5.34it/s
T51/51, E76/160 => nca: 0.062, flat: 0.251, pod: 3.521, loss: 3.835: :  15% | 3/20 |  5.34it/s
T51/51, E76/160 => nca: 0.062, flat: 0.251, pod: 3.521, loss: 3.835: :  20% | 4/20 |  5.28it/s
T51/51, E76/160 => nca: 0.062, flat: 0.25, pod: 3.479, loss: 3.791: :  20% | 4/20 |  5.28it/s 
T51/51, E76/160 => nca: 0.062, flat: 0.25, pod: 3.479, loss: 3.791: :  25% | 5/20 |  5.24it/s
T51/51, E76/160 => nca: 0.067, flat: 0.251, pod: 3.489, loss: 3.806: :  25% | 5/20 |  5.24it/s
T51/51, E76/160 => nca: 0.067, flat: 0.251, pod: 3.489, loss: 3.806: :  30% | 6/20 |  5.22it/s
T51/51, E76/160 => nca: 0.072, flat: 0.253, pod: 3.475, loss: 3.8: :  30% | 6/20 |  5.22it/s  
T51/51, E76/160 => nca: 0.072, flat: 0.253, pod: 3.475, loss: 3.8: :  35% | 7/20 |  5.20it/s
T51/51, E76/160 => nca: 0.072, flat: 0.252, pod: 3.467, loss: 3.791: :  35% | 7/20 |  5.20it/s
T51/51, E76/160 => nca: 0.072, flat: 0.252, pod: 3.467, loss: 3.791: :  40% | 8/20 |  5.35it/s
T51/51, E76/160 => nca: 0.07, flat: 0.258, pod: 3.467, loss: 3.795: :  40% | 8/20 |  5.35it/s 
T51/51, E76/160 => nca: 0.07, flat: 0.258, pod: 3.467, loss: 3.795: :  45% | 9/20 |  5.47it/s
T51/51, E76/160 => nca: 0.07, flat: 0.258, pod: 3.475, loss: 3.804: :  45% | 9/20 |  5.47it/s
T51/51, E76/160 => nca: 0.07, flat: 0.258, pod: 3.475, loss: 3.804: :  50% | 10/20 |  5.54it/s
T51/51, E76/160 => nca: 0.07, flat: 0.257, pod: 3.449, loss: 3.776: :  50% | 10/20 |  5.54it/s
T51/51, E76/160 => nca: 0.07, flat: 0.257, pod: 3.449, loss: 3.776: :  55% | 11/20 |  5.61it/s
T51/51, E76/160 => nca: 0.067, flat: 0.253, pod: 3.425, loss: 3.745: :  55% | 11/20 |  5.61it/s
T51/51, E76/160 => nca: 0.067, flat: 0.253, pod: 3.425, loss: 3.745: :  60% | 12/20 |  5.66it/s
T51/51, E76/160 => nca: 0.067, flat: 0.251, pod: 3.431, loss: 3.749: :  60% | 12/20 |  5.66it/s
T51/51, E76/160 => nca: 0.067, flat: 0.251, pod: 3.431, loss: 3.749: :  65% | 13/20 |  5.70it/s
T51/51, E76/160 => nca: 0.067, flat: 0.25, pod: 3.414, loss: 3.732: :  65% | 13/20 |  5.70it/s 
T51/51, E76/160 => nca: 0.067, flat: 0.25, pod: 3.414, loss: 3.732: :  70% | 14/20 |  5.74it/s
T51/51, E76/160 => nca: 0.068, flat: 0.25, pod: 3.404, loss: 3.722: :  70% | 14/20 |  5.74it/s
T51/51, E76/160 => nca: 0.068, flat: 0.25, pod: 3.404, loss: 3.722: :  75% | 15/20 |  5.68it/s
T51/51, E76/160 => nca: 0.068, flat: 0.249, pod: 3.397, loss: 3.714: :  75% | 15/20 |  5.68it/s
T51/51, E76/160 => nca: 0.068, flat: 0.249, pod: 3.397, loss: 3.714: :  80% | 16/20 |  5.29it/s
T51/51, E76/160 => nca: 0.068, flat: 0.249, pod: 3.4, loss: 3.717: :  80% | 16/20 |  5.29it/s  
T51/51, E76/160 => nca: 0.068, flat: 0.249, pod: 3.4, loss: 3.717: :  85% | 17/20 |  5.24it/s
T51/51, E76/160 => nca: 0.068, flat: 0.251, pod: 3.409, loss: 3.727: :  85% | 17/20 |  5.24it/s
T51/51, E76/160 => nca: 0.068, flat: 0.251, pod: 3.409, loss: 3.727: :  90% | 18/20 |  5.18it/s
T51/51, E76/160 => nca: 0.067, flat: 0.252, pod: 3.413, loss: 3.732: :  90% | 18/20 |  5.18it/s
T51/51, E76/160 => nca: 0.067, flat: 0.252, pod: 3.413, loss: 3.732: :  95% | 19/20 |  5.15it/s
T51/51, E76/160 => nca: 0.071, flat: 0.259, pod: 3.453, loss: 3.783: :  95% | 19/20 |  5.15it/s
T51/51, E76/160 => nca: 0.071, flat: 0.259, pod: 3.453, loss: 3.783: : 100% | 20/20 |  5.59it/s
T51/51, E76/160 => nca: 0.071, flat: 0.259, pod: 3.453, loss: 3.783: : 100% | 20/20 |  5.41it/s

  0% | 0/20 | ?it/s
T51/51, E77/160 => nca: 0.06, flat: 0.27, pod: 3.356, loss: 3.686: :   0% | 0/20 | ?it/s
T51/51, E77/160 => nca: 0.06, flat: 0.27, pod: 3.356, loss: 3.686: :   5% | 1/20 |  5.13it/s
T51/51, E77/160 => nca: 0.05, flat: 0.268, pod: 3.404, loss: 3.722: :   5% | 1/20 |  5.13it/s
T51/51, E77/160 => nca: 0.05, flat: 0.268, pod: 3.404, loss: 3.722: :  10% | 2/20 |  5.11it/s
T51/51, E77/160 => nca: 0.054, flat: 0.269, pod: 3.43, loss: 3.754: :  10% | 2/20 |  5.11it/s
T51/51, E77/160 => nca: 0.054, flat: 0.269, pod: 3.43, loss: 3.754: :  15% | 3/20 |  5.14it/s
T51/51, E77/160 => nca: 0.054, flat: 0.272, pod: 3.456, loss: 3.782: :  15% | 3/20 |  5.14it/s
T51/51, E77/160 => nca: 0.054, flat: 0.272, pod: 3.456, loss: 3.782: :  20% | 4/20 |  5.17it/s
T51/51, E77/160 => nca: 0.051, flat: 0.271, pod: 3.403, loss: 3.724: :  20% | 4/20 |  5.17it/s
T51/51, E77/160 => nca: 0.051, flat: 0.271, pod: 3.403, loss: 3.724: :  25% | 5/20 |  5.18it/s
T51/51, E77/160 => nca: 0.052, flat: 0.269, pod: 3.453, loss: 3.774: :  25% | 5/20 |  5.18it/s
T51/51, E77/160 => nca: 0.052, flat: 0.269, pod: 3.453, loss: 3.774: :  30% | 6/20 |  5.15it/s
T51/51, E77/160 => nca: 0.052, flat: 0.27, pod: 3.449, loss: 3.771: :  30% | 6/20 |  5.15it/s 
T51/51, E77/160 => nca: 0.052, flat: 0.27, pod: 3.449, loss: 3.771: :  35% | 7/20 |  5.13it/s
